戴尔（DELL）,4999.00,8G,15.6英寸,2.87kg
宏碁（acer）,4699.00,8G,14.0英寸,2.445kg
机械师（MACHENIKE）,6396.00,8G,15.6英寸,2.5kg
戴尔（DELL）,6999.00,8G,15.6英寸,4.14kg
三星（SAMSUNG）,3989.00,8G,15.6英寸,2.7kg
惠普（HP）,5699.00,8G,13.3英寸,2.46kg
戴尔（DELL）,5799.00,8G,15.6英寸,3.69kg
ThinkPad,8999.00,8G,14.0英寸,2.05kg
华硕（ASUS）,6999.00,16G,15.6英寸,2.62kg
戴尔（DELL）,4199.00,8G,15.6英寸,3.07kg
华硕（ASUS）,5299.00,8G,13.3英寸,2.32kg
Apple,10200.00,8G,13.3英寸,2.63kg
华硕（ASUS）,5799.00,8G,14.0英寸,2.3kg
神舟（HASEE）,5299.00,8G,15.6英寸,3.75kg
Apple,11099.00,8G,13.3英寸,2.36kg
ThinkPad,4899.00,8G,14.0英寸,2.83kg
ThinkPad,13999.00,8G,14.0英寸,3.05kg
小米（MI）,4599.00,4G,12.5英寸,2.14kg
戴尔（DELL）,8198.00,8G,15.6英寸,3.81kg
戴尔（DELL）,6699.00,8G,15.6英寸,4.08kg
微软（Microsoft）,6988.00,其它,其它,1.35kg
惠普（HP）,5899.00,8G,13.3英寸,2.38kg
微软（Microsoft）,6988.00,其它,其它,1.35kg
联想（Lenovo）,5499.00,8G,13.3英寸,2.03kg
神舟（HASEE）,11099.00,8G,17.3英寸,8.2kg
惠普（HP）,6499.00,8G,14.0英寸,2.44kg
联想（Lenovo）,5199.00,8G,13.3英寸,1.8kg
雷神（ThundeRobot）,6986.00,8G,15.6英寸,3.87kg
ThinkPad,7999.00,8G,12.5英寸,2.16kg
戴尔（DELL）,6599.00,8G,14.0英寸,2.275kg
神舟（HASEE）,5599.00,8G,15.6英寸,3.82kg
Apple,11099.00,8G,13.3英寸,2.35kg
联想（Lenovo）,4799.00,4G,15.6英寸,2.66kg
华硕（ASUS）,9999.00,16G,15.6英寸,3.7kg
华硕（ASUS）,4299.00,4G,15.6英寸,2.52kg
Apple,11099.00,8G,13.3英寸,2.38kg
联想（Lenovo）,5699.00,8G,13.3英寸,1.85kg
华为（HUAWEI）,8688.00,8G,其它,2.2kg
联想（Lenovo）,5999.00,8G,14.0英寸,2.28kg
联想（Lenovo）,6299.00,8G,13.3英寸,1.86kg
神舟（HASEE）,4799.00,8G,15.6英寸,3.9kg
华为（HUAWEI）,6488.00,16G,15.6英寸,2.66kg
ThinkPad,5499.00,8G,15.6英寸,3.27kg
微软（Microsoft）,11887.00,其它,其它,1.65kg
Apple,6188.00,8G,13.3英寸,3.0kg
华硕（ASUS）,4999.00,8G,13.3英寸,2.36kg
戴尔（DELL）,5599.00,8G,15.6英寸,2.95kg
惠普（HP）,6299.00,8G,13.3英寸,2.435kg
联想（Lenovo）,3299.00,4G,14.0英寸,1.6kg
机械革命（MECHREVO）,4998.00,8G,14.0英寸,2.18kg
惠普（HP）,8699.00,16G,15.6英寸,3.58kg
华硕（ASUS）,6799.00,8G,15.6英寸,3.57kg
ThinkPad,5999.00,8G,12.5英寸,2.18kg
戴尔（DELL）,7999.00,8G,15.6英寸,4.12kg
机械革命（MECHREVO）,8598.00,8G,15.6英寸,4.36kg
联想（Lenovo）,5899.00,8G,13.3英寸,1.9kg
神舟（HASEE）,6099.00,8G,15.6英寸,4.1kg
神舟（HASEE）,10099.00,16G,17.3英寸,5.6kg
微星（MSI）,11899.00,16G,15.6英寸,2.2kg
戴尔（DELL）,5699.00,8G,14.0英寸,2.25kg
惠普（HP）,5499.00,8G,14.0英寸,2.385kg
戴尔（DELL）,6399.00,8G,15.6英寸,2.92kg
华为（HUAWEI）,4699.00,8G,14.0英寸,2.4kg
华硕（ASUS）,7999.00,8G,15.6英寸,3.55kg
ThinkPad,8799.00,16G,14.0英寸,2.64kg
炫龙,7899.00,8G,15.6英寸,3.65kg
联想（Lenovo）,6299.00,8G,13.3英寸,1.84kg
机械师（MACHENIKE）,6896.00,8G,15.6英寸,2.5kg
ThinkPad,9499.00,8G,14.0英寸,2.69kg
惠普（HP）,3988.00,8G,14.0英寸,2.45kg
雷神（ThundeRobot）,8899.00,16G,15.6英寸,4.66kg
炫龙,7799.00,8G,15.6英寸,5.0kg
华硕（ASUS）,6699.00,8G,15.6英寸,2.5kg
炫龙,6599.00,8G,15.6英寸,4.315kg
惠普（HP）,5299.00,8G,15.6英寸,2.2kg
ThinkPad,9999.00,8G,12.5英寸,2.15kg
微星（MSI）,7999.00,8G,15.6英寸,2.2kg
神舟战神,5399.00,8G,15.6英寸,3.88kg
炫龙,5899.00,8G,15.6英寸,4.2kg
惠普（HP）,4999.00,8G,13.3英寸,1.96kg
ThinkPad,17999.00,16G,14.0英寸,3.08kg
华为（HUAWEI）,6188.00,8G,15.6英寸,2.8kg
ThinkPad,6699.00,8G,14.0英寸,2.635kg
华为（HUAWEI）,8688.00,8G,其它,2.195kg
联想（Lenovo）,2799.00,4G,15.6英寸,2.2kg
联想（Lenovo）,5699.00,8G,15.6英寸,2.5kg
神舟战神,4499.00,8G,15.6英寸,3.95kg
ROG,15999.00,16G,15.6英寸,2.3kg
ThinkPad,11499.00,8G,14.0英寸,2.68kg
华硕（ASUS）,2999.00,4G,14.0英寸,2.0kg
联想（Lenovo）,5199.00,8G,14.0英寸,2.24kg
神舟（HASEE）,7799.00,8G,15.6英寸,3.9kg
APPLE苹果,6076.00,8G,13.3英寸,3.3kg
Apple,9499.00,8G,13.3英寸,2.38kg
联想（Lenovo）,4499.00,8G,14.0英寸,3.0kg
机械师（MACHENIKE）,8199.00,8G,15.6英寸,3.0kg
华为（HUAWEI）,10988.00,8G,14.0英寸,2.18kg
华为（HUAWEI）,5699.00,8G,14.0英寸,1.47kg
惠普（HP）,5699.00,8G,14.0英寸,2.44kg
华为（HUAWEI）,5699.00,8G,14.0英寸,2.5kg
神舟（HASEE）,10099.00,8G,17.3英寸,8.28kg
机械革命（MECHREVO）,8298.00,8G,15.6英寸,3.66kg
神舟战神,7799.00,16G,15.6英寸,3.55kg
神舟（HASEE）,10099.00,8G,15.6英寸,6.8kg
惠普（HP）,5799.00,8G,14.0英寸,2.5kg
ThinkPad,3799.00,4G,14.0英寸,2.705kg
微星（MSI）,8899.00,16G,15.6英寸,2.2kg
ThinkPad,6299.00,8G,13.3英寸,2.48kg
联想（Lenovo）,6499.00,8G,15.6英寸,2.5kg
雷神（ThundeRobot）,7486.00,8G,15.6英寸,3.86kg
惠普（HP）,3299.00,4G,14.0英寸,2.33kg
联想（Lenovo）,7299.00,8G,14.0英寸,2.14kg
联想（Lenovo）,4699.00,8G,15.6英寸,2.8kg
戴尔（DELL）,4799.00,8G,14.0英寸,3.0kg
微软（Microsoft）,4988.00,其它,其它,1.98kg
戴尔（DELL）,6499.00,8G,15.6英寸,1.0kg
ThinkPad,6199.00,8G,14.0英寸,2.7kg
苹果（Apple）,7788.00,其它,13.3英寸,1.35kg
微软（Microsoft）,9988.00,8G,13.5英寸,2.25kg
华硕（ASUS）,5299.00,4G,13.3英寸,1.45kg
华为（HUAWEI）,4599.00,8G,14.0英寸,2.49kg
联想（Lenovo）,3699.00,4G,14.0英寸,2.44kg
ThinkPad,5999.00,8G,15.6英寸,3.27kg
联想（Lenovo）,6599.00,8G,13.3英寸,2.04kg
联想（Lenovo）,5299.00,4G,15.6英寸,1.8kg
ThinkPad,8499.00,8G,14.0英寸,2.7kg
ThinkPad,6099.00,8G,15.6英寸,2.9kg
惠普（HP）,5699.00,8G,15.6英寸,3.68kg
神舟（HASEE）,9099.00,8G,15.6英寸,3.95kg
联想（Lenovo）,3299.00,4G,15.6英寸,1.7kg
微软（Microsoft）,9388.00,其它,其它,1.65kg
雷神（ThundeRobot）,8586.00,8G,15.6英寸,4.64kg
神舟战神,5399.00,8G,15.6英寸,4.2kg
戴尔（DELL）,7699.00,8G,15.6英寸,4.17kg
微软（Microsoft）,19888.00,16G,其它,3.48kg
微软（Microsoft）,6138.00,其它,其它,1.8kg
APPLE苹果,9168.00,8G,13.3英寸,3.0kg
神舟（HASEE）,6099.00,8G,15.6英寸,4.0kg
Apple,10200.00,8G,其它,2.04kg
戴尔（DELL）,4599.00,8G,其它,2.32kg
ThinkPad,9999.00,8G,14.0英寸,2.36kg
戴尔（DELL）,7499.00,8G,13.3英寸,3.0kg
联想（Lenovo）,5199.00,8G,14.0英寸,2.2kg
联想（Lenovo）,5599.00,8G,15.6英寸,1.8kg
神舟（HASEE）,5699.00,8G,15.6英寸,3.8kg
微软（Microsoft）,12388.00,8G,13.5英寸,3.16kg
机械革命（MECHREVO）,4398.00,8G,14.0英寸,2.19kg
联想（Lenovo）,3499.00,4G,15.6英寸,2.67kg
华为（HUAWEI）,8688.00,8G,其它,1.97kg
华为（HUAWEI）,7188.00,8G,其它,1.93kg
小米（MI）,3999.00,4G,12.5英寸,2.13kg
微星（MSI）,5799.00,8G,15.6英寸,8.0kg
华硕（ASUS）,7399.00,8G,15.6英寸,3.72kg
神舟（HASEE）,3799.00,4G,15.6英寸,3.85kg
联想（Lenovo）,5999.00,8G,15.6英寸,2.52kg
华硕（ASUS）,6699.00,8G,15.6英寸,2.595kg
戴尔（DELL）,5399.00,8G,14.0英寸,2.57kg
联想（Lenovo）,5699.00,8G,12.2英寸,2.0kg
ThinkPad,3799.00,4G,14.0英寸,2.675kg
神舟（HASEE）,8599.00,8G,15.6英寸,7.0kg
微星（MSI）,15499.00,16G,15.6英寸,1.8kg
联想（Lenovo）,2999.00,4G,15.6英寸,2.2kg
机械师（MACHENIKE）,8499.00,8G,15.6英寸,3.0kg
三星（SAMSUNG）,3799.00,8G,15.6英寸,2.66kg
戴尔（DELL）,5099.00,8G,14.0英寸,2.4kg
壹号本（ONE-NETBOOK）,5399.00,8G,其它,0.6kg
微软（Microsoft）,8288.00,其它,其它,1.35kg
炫龙,6799.00,8G,15.6英寸,4.37kg
联想（Lenovo）,3699.00,8G,14.0英寸,1.6kg
联想（Lenovo）,3499.00,8G,15.6英寸,2.2kg
联想（Lenovo）,2299.00,4G,15.6英寸,2.76kg
惠普（HP）,5999.00,8G,14.0英寸,2.32kg
神舟（HASEE）,7599.00,16G,15.6英寸,5.95kg
华硕（ASUS）,4999.00,8G,15.6英寸,2.3kg
华硕（ASUS）,4999.00,8G,15.6英寸,2.3kg
惠普（HP）,5799.00,8G,14.0英寸,2.5kg
LG,6799.00,8G,13.3英寸,1.81kg
ThinkPad,6499.00,8G,15.6英寸,2.94kg
联想（Lenovo）,4260.00,8G,15.6英寸,2.0kg
APPLE苹果,6576.00,8G,13.3英寸,3.0kg
华硕（ASUS）,7499.00,8G,15.6英寸,2.5kg
联想（Lenovo）,4899.00,8G,15.6英寸,2.53kg
联想（Lenovo）,5499.00,8G,15.6英寸,2.5kg
华硕（ASUS）,4699.00,8G,14.0英寸,1.4kg
ThinkPad,6399.00,8G,15.6英寸,2.85kg
雷神（ThundeRobot）,6988.00,8G,15.6英寸,4.13kg
戴尔（DELL）,9999.00,8G,15.6英寸,4.2kg
惠普（HP）,5699.00,8G,15.6英寸,120.00g
戴尔（DELL）,5598.00,8G,15.6英寸,4.0kg
神舟（HASEE）,5499.00,8G,15.6英寸,3.8kg
外星人（Alienware）,17999.00,16G,17.3英寸,6.96kg
三星（SAMSUNG）,4799.00,8G,15.6英寸,2.66kg
戴尔（DELL）,4149.00,8G,15.6英寸,2.2kg
微软（Microsoft）,13085.00,其它,其它,1.35kg
三星（SAMSUNG）,4099.00,8G,15.6英寸,2.64kg
机械师（MACHENIKE）,7899.00,8G,15.6英寸,3.0kg
炫龙,6999.00,8G,15.6英寸,4.5kg
华硕（ASUS）,4399.00,4G,13.3英寸,1.45kg
ROG,14999.00,16G,17.3英寸,3.5kg
华硕（ASUS）,4699.00,8G,14.0英寸,1.4kg
戴尔（DELL）,8499.00,8G,15.6英寸,4.105kg
外星人（Alienware）,24999.00,32G,15.6英寸,4.68kg
戴尔（DELL）,5587.00,8G,15.6英寸,300.00g
惠普（HP）,7699.00,8G,15.6英寸,3.545kg
联想（Lenovo）,5199.00,8G,13.3英寸,1.5kg
联想（Lenovo）,4599.00,4G,15.6英寸,2.495kg
苹果（Apple）,13688.00,其它,13.3英寸,1.37kg
微软（Microsoft）,17887.00,其它,其它,1.68kg
小米（MI）,6299.00,8G,15.6英寸,2.0kg
其它,14999.00,16G,其它,4.42kg
华硕（ASUS）,6599.00,8G,15.6英寸,2.605kg
炫龙,7299.00,8G,15.6英寸,4.2kg
苹果（Apple）,16288.00,其它,15.4英寸,1.83kg
ThinkPad,12999.00,8G,14.0英寸,3.09kg
三星（SAMSUNG）,2099.00,4G,15.6英寸,2.52kg
惠普（HP）,5399.00,8G,15.6英寸,2.2kg
联想（Lenovo）,7699.00,8G,15.6英寸,4.0kg
宏碁（acer）,3599.00,4G,14.0英寸,2.55kg
ThinkPad,10999.00,16G,15.6英寸,3.14kg
三星（SAMSUNG）,4099.00,8G,15.6英寸,2.65kg
神舟（HASEE）,4799.00,8G,15.6英寸,3.15kg
机械师游戏本（MACHENIKE）,6888.00,8G,15.6英寸,4.13kg
华硕（ASUS）,4999.00,8G,15.6英寸,1.9kg
苹果（Apple）,6576.00,其它,13.3英寸,1.35kg
惠普（HP）,6299.00,8G,14.0英寸,2.4kg
神舟（HASEE）,2599.00,4G,13.3英寸,2.75kg
微软（Microsoft）,7976.00,其它,其它,1.35kg
戴尔（DELL）,7699.00,8G,15.6英寸,4.17kg
ThinkPad,5699.00,8G,14.0英寸,2.69kg
炫龙,6999.00,8G,15.6英寸,5.2kg
微星（MSI）,15599.00,16G,15.6英寸,3.68kg
华为（HUAWEI）,6866.00,8G,其它,1.1kg
联想（Lenovo）,7699.00,16G,15.6英寸,4.0kg
华为（HUAWEI）,6788.00,其它,其它,2.0kg
惠普（HP）,5699.00,8G,15.6英寸,4.1kg
神舟（HASEE）,5599.00,8G,15.6英寸,5.02kg
神舟战神,6799.00,8G,15.6英寸,4.64kg
苹果（Apple）,7888.00,其它,13.3英寸,1.35kg
ThinkPad,4599.00,8G,14.0英寸,2.86kg
华硕（ASUS）,4699.00,8G,14.0英寸,1.43kg
神舟（HASEE）,5099.00,8G,15.6英寸,4.02kg
戴尔（DELL）,6899.00,8G,15.6英寸,4.0kg
外星人（Alienware）,18999.00,16G,15.6英寸,4.63kg
雷神（ThundeRobot）,6886.00,8G,15.6英寸,4.38kg
微软（Microsoft）,20388.00,16G,13.5英寸,3.44kg
神舟（HASEE）,3899.00,4G,15.6英寸,3.1kg
宏碁（acer）,5299.00,8G,15.6英寸,3.835kg
联想（Lenovo）,5199.00,8G,12.5英寸,3.0kg
APPLE苹果,7788.00,8G,13.3英寸,3.0kg
APPLE苹果,12188.00,8G,13.3英寸,3.0kg
联想（Lenovo）,6599.00,8G,15.6英寸,2.5kg
ThinkPad,7499.00,8G,14.0英寸,1.97kg
惠普（HP）,3999.00,4G,13.3英寸,1.945kg
联想（Lenovo）,6299.00,8G,15.6英寸,2.735kg
联想（Lenovo）,3599.00,4G,15.6英寸,1.8kg
联想（Lenovo）,4999.00,8G,15.6英寸,3.0kg
ThinkPad,4999.00,8G,12.5英寸,2.5kg
戴尔（DELL）,3999.00,4G,15.6英寸,4.0kg
ThinkPad,7999.00,8G,14.0英寸,2.68kg
华硕（ASUS）,5199.00,8G,14.1英寸,1.34kg
联想（Lenovo）,7399.00,8G,15.6英寸,4.0kg
华硕（ASUS）,6399.00,8G,15.6英寸,2.5kg
ThinkPad,4499.00,4G,13.3英寸,1.47kg
炫龙,7699.00,8G,15.6英寸,4.95kg
联想（Lenovo）,6499.00,8G,15.6英寸,2.505kg
外星人（Alienware）,16999.00,16G,15.6英寸,5.99kg
华硕（ASUS）,4299.00,4G,15.6英寸,2.6kg
华为（HUAWEI）,7388.00,其它,其它,1.96kg
微软（Microsoft）,9976.00,其它,其它,1.35kg
微软（Microsoft）,9988.00,8G,其它,1.65kg
戴尔（DELL）,6199.00,8G,15.6英寸,3.9kg
华为（HUAWEI）,6188.00,4G,其它,1.955kg
小米（MI）,7999.00,8G,15.6英寸,5.09kg
华硕（ASUS）,5799.00,8G,15.6英寸,2.605kg
ThinkPad,7499.00,8G,14.0英寸,2.84kg
Apple,12182.00,8G,其它,2.05kg
微软（Microsoft）,7338.00,其它,其它,0.77kg
联想（Lenovo）,5399.00,8G,13.3英寸,1.5kg
华硕（ASUS）,4999.00,8G,15.6英寸,2.5kg
惠普（HP）,5699.00,8G,13.3英寸,1.95kg
惠普（HP）,6499.00,8G,15.6英寸,3.53kg
ThinkPad,6999.00,8G,12.5英寸,3.5kg
机械师（MACHENIKE）,12099.00,16G,17.3英寸,2.5kg
华硕（ASUS）,6399.00,8G,15.6英寸,2.4kg
炫龙,7299.00,8G,15.6英寸,3.65kg
机械革命（MECHREVO）,7699.00,8G,15.6英寸,2.5kg
宏碁（acer）,5798.00,8G,15.6英寸,2.7kg
ThinkPad,12799.00,8G,14.0英寸,2.63kg
APPLE苹果,7888.00,8G,13.3英寸,3.0kg
联想（Lenovo）,4599.00,8G,15.6英寸,2.0kg
戴尔（DELL）,5399.00,8G,15.6英寸,2.0kg
惠普（HP）,6999.00,8G,13.3英寸,2.465kg
惠普（HP）,5999.00,8G,15.6英寸,3.0kg
戴尔（DELL）,4999.00,4G,14.0英寸,2.5kg
微软（Microsoft）,7338.00,其它,其它,1.66kg
惠普（HP）,5699.00,8G,13.3英寸,1.935kg
华硕（ASUS）,7299.00,8G,14.0英寸,1.25kg
微软（Microsoft）,6138.00,其它,其它,1.8kg
华为（HUAWEI）,4856.00,8G,15.6英寸,2.77kg
华为（HUAWEI）,8528.00,8G,其它,1.33kg
ThinkPad,6199.00,8G,14.0英寸,2.74kg
联想（Lenovo）,2499.00,4G,15.6英寸,2.63kg
华硕（ASUS）,4599.00,8G,14.0英寸,1.4kg
华硕（ASUS）,4599.00,8G,14.0英寸,2.5kg
雷神（ThundeRobot）,6488.00,8G,15.6英寸,3.0kg
微软（Microsoft）,9338.00,其它,其它,1.66kg
微软（Microsoft）,7438.00,其它,其它,1.66kg
炫龙,6399.00,8G,15.6英寸,4.08kg
Apple,12182.00,8G,其它,2.05kg
炫龙,6299.00,8G,15.6英寸,4.46kg
惠普（HP）,6299.00,8G,13.3英寸,2.42kg
华硕（ASUS）,4798.00,8G,15.6英寸,2.5kg
微软（Microsoft）,24588.00,16G,13.5英寸,3.12kg
微软（Microsoft）,23488.00,16G,其它,3.47kg
联想（Lenovo）,5199.00,8G,13.3英寸,2.0kg
华硕（ASUS）,4999.00,8G,15.6英寸,2.3kg
APPLE苹果,8288.00,8G,13.3英寸,3.0kg
戴尔（DELL）,3699.00,其它,13.3英寸,2.3kg
神舟（HASEE）,8099.00,16G,15.6英寸,5.0kg
华硕（ASUS）,5199.00,8G,15.6英寸,1.9kg
惠普（HP）,7999.00,8G,13.3英寸,2.45kg
宏碁（acer）,4199.00,8G,15.6英寸,3.2kg
雷神（ThundeRobot）,9986.00,16G,17.3英寸,6.64kg
联想（Lenovo）,5699.00,8G,15.6英寸,2.53kg
戴尔（DELL）,4899.00,8G,其它,2.32kg
联想（Lenovo）,5999.00,8G,14.0英寸,2.15kg
ThinkPad,6288.00,8G,15.6英寸,2.85kg
华硕（ASUS）,8899.00,8G,15.6英寸,2.5kg
戴尔（DELL）,6299.00,8G,15.6英寸,3.0kg
联想（Lenovo）,5299.00,4G,14.0英寸,3.0kg
惠普（HP）,5599.00,8G,15.6英寸,2.65kg
戴尔（DELL）,5399.00,8G,14.0英寸,3.0kg
华为（HUAWEI）,6886.00,8G,其它,1.1kg
APPLE苹果,6176.00,8G,13.3英寸,3.3kg
雷神（ThundeRobot）,7986.00,8G,15.6英寸,4.71kg
神舟战神,4799.00,8G,15.6英寸,3.9kg
华为（HUAWEI）,5256.00,8G,15.6英寸,2.77kg
微星（MSI）,11499.00,16G,15.6英寸,2.2kg
微星（MSI）,7099.00,8G,15.6英寸,100.00g
宏碁（acer）,3699.00,4G,14.0英寸,2.76kg
ThinkPad,4999.00,8G,13.3英寸,2.35kg
惠普（HP）,6499.00,8G,15.6英寸,2.6kg
华硕（ASUS）,5399.00,8G,15.6英寸,2.5kg
联想（Lenovo）,4260.00,8G,15.6英寸,2.0kg
神舟（HASEE）,22099.00,16G,17.3英寸,10.73kg
小米（MI）,3899.00,4G,其它,2.0kg
华硕（ASUS）,2999.00,4G,14.0英寸,2.0kg
机械革命（MECHREVO）,5198.00,8G,14.0英寸,2.175kg
华硕（ASUS）,4988.00,8G,15.6英寸,3.0kg
苹果（Apple）,10688.00,8G,13.3英寸,1.37kg
联想（Lenovo）,5199.00,8G,15.6英寸,2.1kg
苹果（Apple）,16288.00,其它,15.4英寸,1.83kg
微星（MSI）,14999.00,16G,17.3英寸,5.44kg
Apple,10200.00,8G,其它,2.04kg
戴尔（DELL）,12999.00,16G,15.6英寸,4.21kg
华为（HUAWEI）,7388.00,其它,其它,1.97kg
小米（MI）,3999.00,4G,12.5英寸,2.16kg
戴尔（DELL）,5499.00,8G,15.6英寸,3.0kg
机械师（MACHENIKE）,10096.00,16G,15.6英寸,3.0kg
联想（Lenovo）,4199.00,8G,14.0英寸,2.39kg
微星（MSI）,9949.00,16G,17.3英寸,4.99kg
惠普（HP）,2099.00,4G,14.0英寸,2.28kg
戴尔（DELL）,3699.00,4G,13.3英寸,2.15kg
ThinkPad,5199.00,8G,14.0英寸,1.75kg
小米（MI）,3899.00,4G,15.6英寸,2.18kg
联想（Lenovo）,3299.00,4G,14.0英寸,2.31kg
惠普（HP）,6499.00,8G,15.6英寸,2.715kg
微软（Microsoft）,9488.00,8G,13.5英寸,2.8kg
联想（Lenovo）,4999.00,8G,14.0英寸,2.24kg
惠普（HP）,6799.00,8G,15.6英寸,120.00g
